日付,曜日,病院名,住所,TEL（昼）,TEL（夜）,診療科目,日中,夜間
2023年4月26日,水曜日,県立今治病院,今治市石井町４－５－５,0898-32-7111,0898-32-7111,指定なし,08:30～17:30,17:30～翌日08:30
2023年4月27日,木曜日,白石病院,今治市松本町１－５－９,0898-32-4135,,指定なし,08:30～17:30,17:30～翌日08:30
2023年4月28日,金曜日,今治第一病院,今治市宮下町１―１―２１,0898-23-2000,,指定なし,08:30～17:30,17:30～翌日08:30
2023年4月29日,祝日,木原病院,今治市別宮町３－７－８,0898-23-0634,,指定なし,08:30～17:30,
2023年4月29日,祝日,今治市医師会市民病院,今治市別宮町７－１－４０,0898-22-7611,,指定なし,,17:30～翌日08:30
2023年4月29日,祝日,あおい小児科,今治市東村５丁目９－３７,0898-47-0033,,小児科,09:00～17:00,
2023年4月29日,祝日,斎藤クリニック,今治市吉海町仁江１６－２,0897-84-4333,0897-84-4333,指定なし,09:00～17:00,
2023年4月30日,日曜日,今治市医師会市民病院,今治市別宮町７－１－４０,0898-22-7611,,指定なし,08:30～17:30,17:30～翌日08:30
2023年4月30日,日曜日,丹こどもクリニック,今治市末広町３丁目４の１２,0898-23-3200,,小児科,09:00～17:00,
2023年4月30日,日曜日,片山医院,今治市吉海町幸新田７１,0897-84-2620,,指定なし,09:00～17:00,
