ID,日付,曜日,病院名,住所,TEL（昼）,TEL（夜）,科目,日中,夜間
3,2021年12月5日,日曜日,大三島中央病院,今治市大三島町宮浦５３１８－１,0897-82-1111,0897-82-1111,指定なし,09:00～17:00,
3,2021年12月5日,日曜日,県立今治病院,今治市石井町４－５－５,0898-32-7111,0898-32-7111,小児科,09:00～17:00,
1,2021年12月6日,月曜日,瀬戸内海病院,今治市北宝来町２－４－９,0898-23-0655,,指定なし,08:30～17:30,17:30～翌日08:30
1,2021年12月7日,火曜日,今治第一病院,今治市宮下町１―１―２１,0898-23-2000,,指定なし,08:30～17:30,17:30～翌日08:30
1,2021年12月8日,水曜日,済生会今治病院,今治市喜田村７丁目１番６号,0898-47-2500,0898-47-2500,指定なし,08:30～17:30,17:30～翌日08:30
1,2021年12月9日,木曜日,白石病院,今治市松本町１－５－９,0898-32-4135,,指定なし,08:30～17:30,17:30～08:30
1,2021年12月10日,金曜日,県立今治病院,今治市石井町４－５－５,0898-32-7111,0898-32-7111,指定なし,08:30～17:30,17:30～翌日08:30
1,2021年12月11日,土曜日,今治市医師会市民病院,今治市別宮町７－１－４０,0898-22-7611,,指定なし,,17:30～翌日08:30
3,2021年12月11日,土曜日,木原病院,今治市別宮町３－７－８,0898-23-0634,,指定なし,08:30～17:30,
1,2021年12月12日,日曜日,今治市医師会市民病院,今治市別宮町７－１－４０,0898-22-7611,,指定なし,08:30～17:30,17:30～翌日08:30
2,2021年12月12日,日曜日,今治市医師会市民病院,今治市別宮町７－１－４０,0898-22-7611,,内科,09:00～17:30,
2,2021年12月12日,日曜日,今治市医師会市民病院,今治市別宮町７－１－４０,0898-22-7611,,小児科,09:00～17:00,
3,2021年12月12日,日曜日,斎藤クリニック,今治市吉海町仁江１６－２,0897-84-4333,0897-84-4333,指定なし,09:00～17:00,
1,2021年12月13日,月曜日,広瀬病院,今治市喜田村６丁目５番１号,0898-47-0100,0898-47-0100,指定なし,08:30～17:30,17:30～翌日08:30
1,2021年12月14日,火曜日,済生会今治病院,今治市喜田村７丁目１番６号,0898-47-2500,0898-47-2500,指定なし,08:30～17:30,17:30～翌日08:30
1,2021年12月15日,水曜日,今治第一病院,今治市宮下町１―１―２１,0898-23-2000,,指定なし,08:30～17:30,17:30～翌日08:30
1,2021年12月16日,木曜日,県立今治病院,今治市石井町４－５－５,0898-32-7111,0898-32-7111,指定なし,08:30～17:30,17:30～翌日08:30
1,2021年12月17日,金曜日,木原病院,今治市別宮町３－７－８,0898-23-0634,,指定なし,08:30～17:30,17:30～翌日08:30
1,2021年12月18日,土曜日,今治市医師会市民病院,今治市別宮町７－１－４０,0898-22-7611,,指定なし,08:30～17:30,17:30～翌日08:30
1,2021年12月19日,日曜日,あおい小児科,今治市東村５丁目９－３７,0898-47-0033,,小児科,09:00～17:00,
3,2021年12月19日,日曜日,片山医院,今治市吉海町幸新田７１,0897-84-2620,,指定なし,09:00～17:00,
3,2021年12月19日,日曜日,瀬戸内海病院,今治市北宝来町２－４－９,0898-23-0655,,指定なし,08:30～17:30,17:30～翌日08:30
1,2021年12月20日,月曜日,今治第一病院,今治市宮下町１―１―２１,0898-23-2000,,指定なし,08:30～17:30,17:30～翌日08:30
1,2021年12月21日,火曜日,県立今治病院,今治市石井町４－５－５,0898-32-7111,0898-32-7111,指定なし,08:30～17:30,17:30～翌日08:30
1,2021年12月22日,水曜日,済生会今治病院,今治市喜田村７丁目１番６号,0898-47-2500,0898-47-2500,指定なし,08:30～17:30,17:30～翌日08:30
1,2021年12月23日,木曜日,白石病院,今治市松本町１－５－９,0898-32-4135,,指定なし,08:30～17:30,17:30～08:30
1,2021年12月24日,金曜日,木原病院,今治市別宮町３－７－８,0898-23-0634,,指定なし,08:30～17:30,17:30～翌日08:30
1,2021年12月25日,土曜日,今治市医師会市民病院,今治市別宮町７－１－４０,0898-22-7611,,指定なし,,17:30～翌日08:30
3,2021年12月25日,土曜日,今治第一病院,今治市宮下町１―１―２１,0898-23-2000,,指定なし,08:30～17:30,
