ID,日付,曜日,病院名,住所,TEL（昼）,TEL（夜）,科目,日中,夜間
3,2021年2月11日,祝日,放射線第一病院,今治市北日吉町１丁目１０番５０号,0898-23-3358,0898-23-3358,指定なし,08:30〜17:30,
3,2021年2月11日,祝日,まつうらバンビクリニック,今治市北宝来町３−３−３４,0898-22-0573,0898-22-0573,小児科,09:00〜17:00,
1,2021年2月12日,金曜日,県立今治病院,今治市石井町４−５−５,0898-32-7111,0898-32-7111,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2021年2月13日,土曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,,17:30〜翌日08:30
3,2021年2月13日,土曜日,今治第一病院,今治市宮下町１―１―２１,0898-23-2000,,指定なし,08:30〜17:30,
1,2021年2月14日,日曜日,あおい小児科,今治市東村５丁目９−３７,0898-47-0033,,小児科,09:00〜17:00,
3,2021年2月14日,日曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,08:30〜17:30,17:30〜翌日08:30
2,2021年2月14日,日曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,内科,09:00〜17:30,
3,2021年2月14日,日曜日,斎藤クリニック,今治市吉海町仁江１６−２,0897-84-4333,0897-84-4333,指定なし,09:00〜17:00,
1,2021年2月15日,月曜日,瀬戸内海病院,今治市北宝来町２−４−９,0898-23-0655,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2021年2月16日,火曜日,済生会今治病院,今治市喜田村７丁目１番６号,0898-47-2500,0898-47-2500,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2021年2月17日,水曜日,県立今治病院,今治市石井町４−５−５,0898-32-7111,0898-32-7111,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2021年2月18日,木曜日,白石病院,今治市松本町１−５−９,0898-32-4135,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2021年2月19日,金曜日,今治第一病院,今治市宮下町１―１―２１,0898-23-2000,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2021年2月20日,土曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2021年2月21日,日曜日,片山医院,今治市吉海町幸新田７１,0897-84-2620,,指定なし,09:00〜17:00,
3,2021年2月21日,日曜日,瀬戸内海病院,今治市北宝来町２−４−９,0898-23-0655,,指定なし,08:30〜17:30,17:30〜翌日08:30
2,2021年2月21日,日曜日,瀬戸内海病院,今治市北宝来町２−４−９,0898-23-0655,,小児科,09:00〜17:00,
1,2021年2月22日,月曜日,広瀬病院,今治市喜田村６丁目５番１号,0898-47-0100,0898-47-0100,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2021年2月23日,祝日,今治第一病院,今治市宮下町１―１―２１,0898-23-2000,,指定なし,08:30〜17:30,17:30〜翌日08:30
3,2021年2月23日,祝日,武田医院,今治市桜井４丁目１２番３１号,0898-48-0131,,小児科,09:00〜17:00,
3,2021年2月23日,祝日,はかた外科,今治市伯方町叶浦甲１６６７−２５,0897-72-1711,,指定なし,09:00〜17:00,
1,2021年2月24日,水曜日,木原病院,今治市別宮町３−７−８,0898-23-0634,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2021年2月25日,木曜日,白石病院,今治市松本町１−５−９,0898-32-4135,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2021年2月26日,金曜日,済生会今治病院,今治市喜田村７丁目１番６号,0898-47-2500,0898-47-2500,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2021年2月27日,土曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,,17:30〜翌日08:30
3,2021年2月27日,土曜日,木原病院,今治市別宮町３−７−８,0898-23-0634,,指定なし,08:30〜17:30,
1,2021年2月28日,日曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,08:30〜17:30,17:30〜翌日08:30
2,2021年2月28日,日曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,内科,09:00〜17:30,
2,2021年2月28日,日曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,小児科,09:00〜17:00,
3,2021年2月28日,日曜日,しのざき整形外科,今治市伯方町伊方甲１０２２−１,0897-73-1221,0897-73-1221,指定なし,09:00〜17:00,
