ID,日付,曜日,病院名,住所,TEL（昼）,TEL（夜）,科目,日中,夜間
1,2021年10月25日,月曜日,瀬戸内海病院,今治市北宝来町２－４－９,0898-23-0655,,指定なし,08:30～17:30,17:30～翌日08:30
1,2021年10月26日,火曜日,県立今治病院,今治市石井町４－５－５,0898-32-7111,0898-32-7111,指定なし,08:30～17:30,17:30～翌日08:30
1,2021年10月27日,水曜日,木原病院,今治市別宮町３－７－８,0898-23-0634,,指定なし,08:30～17:30,17:30～翌日08:30
1,2021年10月28日,木曜日,済生会今治病院,今治市喜田村７丁目１番６号,0898-47-2500,0898-47-2500,指定なし,08:30～17:30,17:30～翌日08:30
1,2021年10月29日,金曜日,今治第一病院,今治市宮下町１―１―２１,0898-23-2000,,指定なし,08:30～17:30,17:30～翌日08:30
1,2021年10月30日,土曜日,今治市医師会市民病院,今治市別宮町７－１－４０,0898-22-7611,,指定なし,,17:30～翌日08:30
3,2021年10月30日,土曜日,木原病院,今治市別宮町３－７－８,0898-23-0634,,指定なし,08:30～17:30,
1,2021年10月31日,日曜日,今治市医師会市民病院,今治市別宮町７－１－４０,0898-22-7611,,指定なし,08:30～17:30,17:30～翌日08:30
3,2021年10月31日,日曜日,斎藤クリニック,今治市吉海町仁江１６－２,0897-84-4333,0897-84-4333,指定なし,09:00～17:00,
3,2021年10月31日,日曜日,丹こどもクリニック,今治市末広町３丁目４の１２,0898-23-3200,,小児科,09:00～17:00,
