ID,日付,曜日,病院名,住所,TEL（昼）,TEL（夜）,科目,日中,夜間
1,2020年12月5日,土曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,,17:30〜翌日08:30
3,2020年12月5日,土曜日,木原病院,今治市別宮町３−７−８,0898-23-0634,,指定なし,08:30〜17:30,
1,2020年12月6日,日曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,08:30〜17:30,17:30〜翌日08:30
3,2020年12月6日,日曜日,県立今治病院,今治市石井町４−５−５,0898-32-7111,0898-32-7111,小児科,09:00〜17:00,
3,2020年12月6日,日曜日,しのざき整形外科,今治市伯方町伊方甲１０２２−１,0897-73-1221,0897-73-1221,指定なし,09:00〜17:00,
1,2020年12月7日,月曜日,瀬戸内海病院,今治市北宝来町２−４−９,0898-23-0655,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年12月8日,火曜日,今治第一病院,今治市宮下町１―１―２１,0898-23-2000,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年12月9日,水曜日,済生会今治病院,今治市喜田村７丁目１番６号,0898-47-2500,0898-47-2500,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年12月10日,木曜日,白石病院,今治市松本町１−５−９,0898-32-4135,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年12月11日,金曜日,木原病院,今治市別宮町３−７−８,0898-23-0634,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年12月12日,土曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,,17:30〜翌日08:30
3,2020年12月12日,土曜日,今治第一病院,今治市宮下町１―１―２１,0898-23-2000,,指定なし,08:30〜17:30,
1,2020年12月13日,日曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,08:30〜17:30,17:30〜翌日08:30
2,2020年12月13日,日曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,内科,09:00〜17:30,
3,2020年12月13日,日曜日,喜多嶋診療所,今治市伯方町木浦甲３４４９,0897-72-0250,,指定なし,09:00〜17:00,
3,2020年12月13日,日曜日,丹こどもクリニック,今治市末広町３丁目４の１２,0898-23-3200,,小児科,09:00〜17:00,
1,2020年12月14日,月曜日,広瀬病院,今治市喜田村６丁目５番１号,0898-47-0100,0898-47-0100,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年12月15日,火曜日,県立今治病院,今治市石井町４−５−５,0898-32-7111,0898-32-7111,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年12月16日,水曜日,済生会今治病院,今治市喜田村７丁目１番６号,0898-47-2500,0898-47-2500,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年12月17日,木曜日,白石病院,今治市松本町１−５−９,0898-32-4135,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年12月18日,金曜日,木原病院,今治市別宮町３−７−８,0898-23-0634,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年12月19日,土曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年12月20日,日曜日,有津むらかみクリニック,今治市伯方町有津甲２３３５番地,0897-72-3200,0897-72-3200,指定なし,09:00〜17:00,
3,2020年12月20日,日曜日,瀬戸内海病院,今治市北宝来町２−４−９,0898-23-0655,,指定なし,08:30〜17:30,17:30〜翌日08:30
2,2020年12月20日,日曜日,瀬戸内海病院,今治市北宝来町２−４−９,0898-23-0655,,小児科,09:00〜17:00,
1,2020年12月21日,月曜日,県立今治病院,今治市石井町４−５−５,0898-32-7111,0898-32-7111,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年12月22日,火曜日,済生会今治病院,今治市喜田村７丁目１番６号,0898-47-2500,0898-47-2500,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年12月23日,水曜日,木原病院,今治市別宮町３−７−８,0898-23-0634,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年12月24日,木曜日,今治第一病院,今治市宮下町１―１―２１,0898-23-2000,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年12月25日,金曜日,県立今治病院,今治市石井町４−５−５,0898-32-7111,0898-32-7111,指定なし,08:30〜17:30,17:30〜翌日08:30
