ID,日付,曜日,病院名,住所,TEL（昼）,TEL（夜）,科目,日中,夜間
1,2020年9月17日,木曜日,今治第一病院,今治市宮下町１―１―２１,0898-23-2000,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年9月18日,金曜日,済生会今治病院,今治市喜田村７丁目１番６号,0898-47-2500,0898-47-2500,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年9月19日,土曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年9月20日,日曜日,喜多嶋診療所,今治市伯方町木浦甲３４４９,0897-72-0250,,指定なし,09:00〜17:00,
3,2020年9月20日,日曜日,瀬戸内海病院,今治市北宝来町２−４−９,0898-23-0655,,指定なし,08:30〜17:30,17:30〜翌日08:30
2,2020年9月20日,日曜日,瀬戸内海病院,今治市北宝来町２−４−９,0898-23-0655,,小児科,09:00〜17:00,
1,2020年9月21日,祝日,有津むらかみクリニック,今治市伯方町有津甲２３３５番地,0897-72-3200,0897-72-3200,指定なし,09:00〜17:00,
3,2020年9月21日,祝日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,08:30〜17:30,
3,2020年9月21日,祝日,木原病院,今治市別宮町３−７−８,0898-23-0634,,指定なし,,17:30〜翌日08:30
3,2020年9月21日,祝日,まつうらバンビクリニック,今治市北宝来町３−３−３４,0898-22-0573,0898-22-0573,小児科,09:00〜17:00,
1,2020年9月22日,祝日,あおい小児科,今治市東村５丁目９−３７,0898-47-0033,,小児科,09:00〜17:00,
3,2020年9月22日,祝日,今治第一病院,今治市宮下町１―１―２１,0898-23-2000,,指定なし,08:30〜17:30,17:30〜翌日08:30
3,2020年9月22日,祝日,松浦医院,今治市上浦町井口５３００番地,0897-87-3350,0897-87-3350,指定なし,09:00〜17:00,
1,2020年9月23日,水曜日,済生会今治病院,今治市喜田村７丁目１番６号,0898-47-2500,0898-47-2500,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年9月24日,木曜日,白石病院,今治市松本町１−５−９,0898-32-4135,,指定なし,08:30〜17:30,17:30〜翌日08:30
