ID,日付,曜日,病院名,住所,TEL（昼）,TEL（夜）,科目,日中,夜間
1,2020年7月10日,金曜日,県立今治病院,今治市石井町４−５−５,0898-32-7111,0898-32-7111,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年7月11日,土曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,,17:30〜翌日08:30
3,2020年7月11日,土曜日,白石病院,今治市松本町１−５−９,0898-32-4135,,指定なし,08:30〜17:30,
1,2020年7月12日,日曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,08:30〜17:30,17:30〜翌日08:30
2,2020年7月12日,日曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,内科,09:00〜17:30,
3,2020年7月12日,日曜日,大三島中央病院,今治市大三島町宮浦５３１８−１,0897-82-1111,0897-82-1111,指定なし,09:00〜17:00,
3,2020年7月12日,日曜日,武田医院,今治市桜井４丁目１２番３１号,0898-48-0131,,小児科,09:00〜17:00,
1,2020年7月13日,月曜日,広瀬病院,今治市喜田村６丁目５番１号,0898-47-0100,0898-47-0100,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年7月14日,火曜日,今治第一病院,今治市宮下町１―１―２１,0898-23-2000,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年7月15日,水曜日,県立今治病院,今治市石井町４−５−５,0898-32-7111,0898-32-7111,指定なし,08:30〜17:15,22:30〜翌日08:30
3,2020年7月15日,水曜日,竹内外科,今治市立花町３−６−３６,0898-22-0132,,指定なし,,17:15〜22:30
1,2020年7月16日,木曜日,済生会今治病院,今治市喜田村７丁目１番６号,0898-47-2500,0898-47-2500,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年7月17日,金曜日,木原病院,今治市別宮町３−７−８,0898-23-0634,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年7月18日,土曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年7月19日,日曜日,斎藤クリニック,今治市吉海町仁江１６−２,0897-84-4333,0897-84-4333,指定なし,09:00〜17:00,
3,2020年7月19日,日曜日,瀬戸内海病院,今治市北宝来町２−４−９,0898-23-0655,,指定なし,08:30〜17:30,17:30〜翌日08:30
2,2020年7月19日,日曜日,瀬戸内海病院,今治市北宝来町２−４−９,0898-23-0655,,小児科,09:00〜17:00,
1,2020年7月20日,月曜日,広瀬病院,今治市喜田村６丁目５番１号,0898-47-0100,0898-47-0100,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年7月21日,火曜日,県立今治病院,今治市石井町４−５−５,0898-32-7111,0898-32-7111,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年7月22日,水曜日,木原病院,今治市別宮町３−７−８,0898-23-0634,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年7月23日,祝日,今治第一病院,今治市宮下町１―１―２１,0898-23-2000,,指定なし,08:30〜17:30,17:30〜翌日08:30
3,2020年7月23日,祝日,片山医院,今治市吉海町幸新田７１,0897-84-2620,,指定なし,09:00〜17:00,
3,2020年7月23日,祝日,松本小児科,今治市馬越町３丁目３−３０,0898325880,0898325880,小児科,09:00〜17:00,
1,2020年7月24日,祝日,瀬戸内海病院,今治市北宝来町２−４−９,0898-23-0655,,指定なし,08:30〜17:30,17:30〜翌日08:30
3,2020年7月24日,祝日,丹こどもクリニック,今治市末広町３丁目４の１２,0898-23-3200,,小児科,09:00〜17:00,
3,2020年7月24日,祝日,はかた外科,今治市伯方町叶浦甲１６６７−２５,0897-72-1711,,指定なし,09:00〜17:00,
1,2020年7月25日,土曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,,17:30〜翌日08:30
3,2020年7月25日,土曜日,木原病院,今治市別宮町３−７−８,0898-23-0634,,指定なし,08:30〜17:30,
